,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
1123, by the applicant Emmer, by the applicant Shelia,,1195,37029
1124, case and advocate Öztürk, case and advocate Reginald,,100805,67
1125, by the applicant's representative Aydan, by the applicant's representative Doris,,36255,285
1126, case and advocate Gabriel, case and advocate Aaron,,39843,26757
1127, by the respondent Mart, by the respondent Heather,,8290,47363
1128, was represented by Dellacher, was represented by Tyrone,,11252,606
1129, a court designated by Bullen, a court designated by Lonnie,,268,11044
1130, case and advocate Kaplan, case and advocate Jennifer,,81237,30750
1131, the expert der, the expert Kathryn,,2761,92168
1132, by the applicant Ilknur, by the applicant Katelyn,,324,77
1133, by the applicant's representative Mangan, by the applicant's representative Deanna,,19148,12930
1134, case and advocate Seweryn, case and advocate Katelyn,,77,77
1135, case and advocate Piotr, case and advocate Aimee,,81,68
1136, by the applicant's representative Emsihan, by the applicant's representative Darryl,,57988,75
1137, by the applicant İshak, by the applicant Priscilla,,587,6374
1138, a court designated by Rada, a court designated by Doris,,2649,285
1139, by the applicant's representative Queipo, by the applicant's representative Tonya,,7088,64
1140, a court designated by Earl, a court designated by Hannah,,48510,48361
1141, by the applicant Helen, by the applicant Maria,,43881,23880
1142, by the applicant Corbett, by the applicant Tammy,,92057,2465
1143, by the applicant Florek, by the applicant Brandi,,42961,72
1144, the expert Harald, the expert Tracey,,4852,88
1145, the expert Ronny, the expert Erika,,3919,41554
1146, by the applicant's representative Erro, by the applicant's representative Brianna,,299,12930
1147, by the respondent Ayten, by the respondent Mariah,,2002,19870
1148, was represented by Governor, was represented by Shaun,,24245,77371
1149, by the applicant's representative Blom, by the applicant's representative Sonya,,316,64
1150, case and advocate Meygil, case and advocate Tonya,,61887,64
1151, a court designated by Böber, a court designated by Loretta,,655,2629
1152, the expert Müller, the expert Steven,,100018,24565
1153, a court designated by Terrasson, a court designated by Yvonne,,263,30052
1154, the expert Santiago, the expert Brittany,,55678,89254
1155, was represented by Gandasegui, was represented by Kaitlyn,,19654,18499
1156, by the applicant Adnan, by the applicant Bridget,,19285,456
1157, by the applicant Gülsüm, by the applicant Jocelyn,,49621,92609
1158, by the applicant Walker, by the applicant Elizabeth,,23074,21393
1159, by the applicant Pierre, by the applicant Michael,,38077,8096
1160, was represented by Ress, was represented by Krista,,434,64
1161, the expert Shayan, the expert Kristie,,44957,648
1162, by the applicant's representative Bertil, by the applicant's representative Marissa,,321,22144
1163, case and advocate Erbil, case and advocate Melvin,,49938,9799
1164, by the applicant Fiłon, by the applicant Reginald,,263,67
1165, was represented by Mulrenan, was represented by Darryl,,276,75
1166, case and advocate Queen, case and advocate Brett,,16657,40203
1167, by the respondent Türmen, by the respondent Jodi,,5794,31559
1168, case and advocate Caher, case and advocate Tracey,,261,88
1169, by the respondent Kin, by the respondent Amanda,,31991,42859
1170, by the respondent Lemmens, by the respondent Brandi,,49974,72
1171, by the respondent Istvan, by the respondent Gabrielle,,16023,6853
1172, by the respondent Cassar, by the respondent Jasmin,,277,1083
1173, the expert Holm, the expert Rhonda,,76,18693
1174, case and advocate Sadık, case and advocate Brandi,,41990,72
1175, the expert Bosbach, the expert Terri,,35638,462
1176, by the respondent Musaev, by the respondent Tabitha,,5230,64
1177, the expert Johannessen, the expert Brandy,,39909,13634
1178, by the respondent İsa, by the respondent Zachary,,9258,661
1179, by the applicant Hartmann, by the applicant Kelsey,,18022,93567
1180, by the applicant's representative Almesberger, by the applicant's representative Aimee,,49120,68
1181, was represented by Masser, was represented by Misty,,261,88
1182, by the applicant Elena, by the applicant Marcus,,69675,36783
1183, the expert Purdon, the expert Tammy,,15357,2465
1184, was represented by Perrin, was represented by Kaylee,,258,8669
1185, the expert Franz, the expert William,,66620,12656
1186, case and advocate Korgul, case and advocate Kaitlyn,,360,18499
1187, was represented by Jon, was represented by Gabriel,,12565,39843
1188, was represented by Fikret, was represented by Aimee,,2171,68
1189, by the applicant's representative Else, by the applicant's representative Cathy,,19334,82448
1190, the expert DPP, the expert Mallory,,4505,683
1191, by the applicant's representative Necmettin, by the applicant's representative Phyllis,,57071,285
1192, was represented by Güneş, was represented by Mckenzie,,7370,13846
1193, case and advocate Delcourt, case and advocate Rhonda,,63858,18693
1194, by the applicant's representative Dyson, by the applicant's representative Brianna,,942,12930
1195, by the applicant Ünay, by the applicant Vicki,,352,72
1196, by the applicant Emrah, by the applicant Candace,,33607,580
1197, by the applicant's representative Ramsauer, by the applicant's representative Sherry,,28196,5515
1198, by the applicant Berninger, by the applicant Renee,,5248,68
1199, by the respondent Çarkçı, by the respondent Kaitlin,,106610,3817
1200, the expert Pius, the expert Traci,,9334,25471
1201, was represented by Boyle, was represented by Helen,,83159,43881
1202, by the applicant's representative Klein, by the applicant's representative Sharon,,43241,52952
1203, by the respondent Milenko, by the respondent Yvette,,56155,58330
1204, was represented by Dominique, was represented by Brandy,,2428,13634
1205, a court designated by Christian, a court designated by Brian,,9052,17520
1206, by the applicant Fetcham, by the applicant Shelly,,309,12160
1207, the expert Bolat, the expert Shawna,,266,3458
1208, by the applicant's representative Marx, by the applicant's representative Brittany,,28187,89254
1209, the expert Somers, the expert Darin,,388,258
1210, case and advocate Hidayet, case and advocate Tabitha,,295,64
1211, case and advocate Rita, case and advocate Thomas,,72068,11355
1212, case and advocate Barreto, case and advocate Kaitlin,,998,3817
1213, by the respondent Quong, by the respondent Annette,,647,79828
1214, was represented by Öndeş, was represented by Kaitlyn,,7370,18499
1215, a court designated by Amelia, a court designated by Robert,,91979,8563
1216, was represented by Director, was represented by Jared,,10783,44328
1217, by the applicant Saya, by the applicant Sonya,,12874,64
1218, by the applicant's representative Spitzer, by the applicant's representative Krista,,21114,64
1219, the expert Çetin, the expert Tracey,,115324,88
1220, by the respondent Bingöl, by the respondent Janice,,50902,560
1221, by the respondent Widmann, by the respondent Stacey,,18022,57020
1222, by the applicant's representative Belgin, by the applicant's representative Dominique,,8326,2428
1223, by the applicant's representative Esma, by the applicant's representative Kristina,,1764,2259
1224, by the applicant's representative Sol, by the applicant's representative Randy,,11730,46315
1225, a court designated by Dimitrije, a court designated by Reginald,,3841,67
1226, case and advocate Akif, case and advocate Renee,,333,68
1227, the expert Peer, the expert Pamela,,46247,83243
1228, a court designated by Kreisky, a court designated by Shelly,,71804,12160
1229, by the applicant Sejdo, by the applicant Loretta,,3055,2629
1230, by the applicant auditeur, by the applicant Bianca,,84048,936
1231, by the respondent Nicolini, by the respondent Jillian,,6729,1122
1232, a court designated by Ray, a court designated by Erin,,13558,56914
1233, the expert Lorenc, the expert Maureen,,1031,96672
1234, a court designated by Sandby, a court designated by Jillian,,1729,1122
1235, by the respondent Münire, by the respondent Jermaine,,556,68
1236, was represented by his, was represented by Robert,,813,8563
1237, a court designated by Figiel, a court designated by Desiree,,13327,68
1238, a court designated by Nurse, a court designated by Deborah,,49876,70625
1239, by the applicant's representative Keating, by the applicant's representative Micheal,,1113,278
1240, the expert Baran, the expert Kaylee,,276,8669
1241, by the applicant für, by the applicant John,,7328,3842
1242, case and advocate Denise, case and advocate Keith,,81349,32602
1243, the expert Shayler, the expert Rhonda,,1565,18693
1244, by the applicant Kenny, by the applicant Brian,,49419,17520
1245, by the applicant Berisha, by the applicant Stacey,,36040,57020
1246, the expert Nacic, the expert Bianca,,94257,936
1247, was represented by Iordanis, was represented by Cheyenne,,285,26193
1248, by the respondent Münger, by the respondent Candice,,65167,560
1249, by the respondent Dimiter, by the respondent Nathaniel,,2058,12315
1250, by the applicant's representative McDougall, by the applicant's representative Alisha,,543,64
1251, by the respondent Oest, by the respondent Melinda,,478,17872
1252, case and advocate Kelly, case and advocate Sandra,,19178,56786
1253, the expert Aylen, the expert Deanna,,2963,12930
1254, a court designated by Maciej, a court designated by Vickie,,57647,648
1255, by the respondent Becker, by the respondent Daniel,,78484,15469
1256, was represented by Eliane, was represented by Shelia,,2194,37029
1257, was represented by Thorpe, was represented by Norma,,375,64
1258, case and advocate Ziemele, case and advocate Rebekah,,273,1494
1259, by the respondent Ján, by the respondent Rhonda,,11644,18693
1260, case and advocate Süer, case and advocate Zachary,,261,661
1261, a court designated by civiles, a court designated by Micheal,,3742,278
1262, by the applicant's representative Jakub, by the applicant's representative Angelica,,392,3074
1263, was represented by Philemon, was represented by Alisha,,1677,64
1264, by the applicant's representative Boruc, by the applicant's representative Johnathan,,1791,14308
1265, case and advocate Inal, case and advocate Sherry,,278,5515
